AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-7031,"Model Makers, Wood",detailed,800,31.1,,,,30.1,62600,2.5,18.45,25.08,30.79,36.37,39.77,38380,52160,64050,75650,82710,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-7032,"Patternmakers, Wood",detailed,190,17.9,,,,29.21,60750,4.7,15.57,21.73,31.31,36.39,39.93,32380,45210,65120,75690,83050,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-7090,Miscellaneous Woodworkers,broad,7300,6.7,,,,17.17,35710,1.5,10.81,12.72,16.17,20.54,25.87,22480,26450,33630,42720,53810,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-7099,"Woodworkers, All Other",detailed,7300,6.7,,,,17.17,35710,1.5,10.81,12.72,16.17,20.54,25.87,22480,26450,33630,42720,53810,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-8011,Nuclear Power Reactor Operators,detailed,5310,5.8,,,,50.23,104470,1.1,36.71,43.56,50.02,58.23,64.02,76360,90600,104040,121120,133170,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-8013,Power Plant Operators,detailed,32960,3.1,,,,39.37,81890,0.6,23.12,31.39,40.7,48.02,53.59,48090,65300,84650,99890,111470,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-8092,Gas Plant Operators,detailed,14990,4.8,,,,35.24,73290,1.1,21.39,27.34,35.08,42.12,50.85,44490,56870,72970,87610,105770,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9000,Other Production Occupations,minor,2466480,0.5,,,,19.48,40510,0.2,11.97,14.15,17.89,23.37,29.9,24890,29430,37200,48620,62200,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9081,Dental Laboratory Technicians,detailed,30800,3.1,,,,21.75,45230,1.0,13.01,15.61,20.24,26.14,32.22,27060,32480,42110,54380,67010,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9082,Medical Appliance Technicians,detailed,13710,5.1,,,,21.94,45630,1.2,13.03,16.03,20.07,26.08,33.58,27100,33350,41750,54240,69850,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9083,Ophthalmic Laboratory Technicians,detailed,26140,4.4,,,,17.62,36640,1.0,11.6,13.6,16.56,20.1,24.82,24120,28290,34440,41810,51630,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9140,Semiconductor Processing Technicians,broad,31080,7.5,,,,21.74,45210,2.5,13.61,16,19.47,26.11,33.81,28320,33280,40500,54320,70320,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9161,Computer Numerically Controlled Tool Operators,detailed,149120,1.6,,,,21.3,44300,0.5,13.82,16.59,20.32,25.05,30.51,28750,34500,42260,52090,63460,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9162,Computer Numerically Controlled Tool Programmers,detailed,25530,2.9,,,,29.33,61010,0.8,18.14,22.17,27.76,34.67,42.72,37730,46110,57740,72100,88860,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9190,Miscellaneous Production Workers,broad,638030,1.0,,,,17.15,35660,0.3,10.79,13.01,15.67,20.02,25.37,22440,27060,32580,41650,52760,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9198,Helpers--Production Workers,detailed,239340,1.7,,,,15.39,32000,0.4,10.43,12.47,14.66,17.96,21.72,21700,25930,30500,37360,45180,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,51-9199,"Production Workers, All Other",detailed,194360,2.1,,,,17.13,35620,0.6,10.28,12.41,15.1,19.76,26.28,21380,25810,31420,41100,54660,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-1041,Aircraft Cargo Handling Supervisors,detailed,10020,6.9,,,,28.66,59620,1.7,17.27,20.4,25.77,36.83,41.6,35920,42430,53610,76600,86530,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-2000,Air Transportation Workers,minor,269710,2.3,,,,*,111420,2.4,*,*,*,*,*,37530,56970,81100,136820,#,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-2012,Commercial Pilots,detailed,37120,2.8,,,,*,110830,3.2,*,*,*,*,*,47570,67070,93300,132850,200920,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-2021,Air Traffic Controllers,detailed,22190,0.9,,,,61.27,127440,0.6,34.98,43.73,62.7,77.8,88.84,72760,90950,130420,161820,184780,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-2022,Airfield Operations Specialists,detailed,10590,3.0,,,,28.06,58360,3.3,13.78,17.08,24.68,35.78,47.49,28660,35530,51330,74430,98770,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-2030,Flight Attendants,broad,116260,3.2,,,,*,59150,1.9,*,*,*,*,*,30930,43080,59050,71550,84790,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-3000,Motor Vehicle Operators,minor,3976410,0.5,,,,20.56,42770,0.2,10.94,14.45,19.52,25.23,31.92,22760,30050,40600,52470,66390,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-3031,Driver/Sales Workers,detailed,420890,2.2,,,,15.32,31870,0.6,8.94,10.01,13.44,19.1,24.48,18600,20830,27960,39730,50910,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-3033,Light Truck Drivers,detailed,929470,0.9,,,,19.74,41050,0.4,10.8,13.26,17.81,24.45,33.69,22470,27580,37050,50850,70080,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-3050,Passenger Vehicle Drivers,broad,762820,1.3,,,,17.93,37300,0.7,9.88,12.95,16.67,21.77,27.86,20540,26940,34670,45290,57950,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-3090,Miscellaneous Motor Vehicle Operators,broad,51390,3.5,,,,19.33,40200,1.5,10.28,12.67,17.87,25,30.4,21380,26350,37170,52000,63230,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-3099,"Motor Vehicle Operators, All Other",detailed,51390,3.5,,,,19.33,40200,1.5,10.28,12.67,17.87,25,30.4,21380,26350,37170,52000,63230,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-4000,Rail Transportation Workers,minor,114040,6.1,,,,31.42,65360,0.9,19.54,25.51,30.97,37.77,43.27,40640,53050,64410,78560,90010,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-4090,Miscellaneous Rail Transportation Workers,broad,1540,14.5,,,,26.28,54670,3.2,15.71,17.99,23.06,32.85,41.08,32670,37420,47970,68340,85450,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-4099,"Rail Transportation Workers, All Other",detailed,1540,14.5,,,,26.28,54670,3.2,15.71,17.99,23.06,32.85,41.08,32670,37420,47970,68340,85450,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-5000,Water Transportation Workers,minor,63020,3.4,,,,35.35,73530,4.0,14.17,19.73,28.48,41.65,61.74,29460,41030,59250,86620,128420,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-5022,Motorboat Operators,detailed,2380,18.5,,,,25.72,53500,2.6,13.38,18.13,26.88,31.74,37.32,27820,37700,55910,66020,77630,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-5030,Ship Engineers,broad,7480,6.0,,,,38.99,81110,1.4,20.88,26.78,36.53,47.99,63.25,43440,55700,75990,99830,131570,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-6000,Other Transportation Workers,minor,330830,1.6,,,,16.81,34970,1.2,9.97,11.62,13.83,17.65,27.88,20740,24180,28770,36710,57990,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-6040,Traffic Technicians,broad,7430,3.2,,,,25.55,53140,1.7,15.46,18.05,22.98,31.25,39.97,32150,37550,47800,65010,83150,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-6050,Transportation Inspectors,broad,27360,3.6,,,,39.1,81320,1.3,17.1,26.24,37.69,51.54,63.8,35560,54580,78400,107200,132710,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-7000,Material Moving Workers,minor,6921900,0.4,,,,16,33290,0.2,10.63,12.48,14.77,18.43,23.3,22110,25960,30720,38330,48460,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-7030,Dredge Operators,broad,1750,12.5,,,,25.86,53790,3.0,16.07,18.9,23.66,32.64,39.02,33420,39310,49210,67900,81160,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-7070,Pumping Station Operators,broad,26430,3.9,,,,27.65,57500,1.3,15.52,20.17,27.21,34.67,40.51,32280,41960,56610,72110,84270,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,10580,6.4,,,,24.92,51830,2.5,14.52,17.86,23.12,30.53,39.08,30200,37140,48090,63510,81290,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-7190,Miscellaneous Material Moving Workers,broad,26300,4.6,,,,18.16,37770,1.5,12.05,13.35,15.8,21.38,28.63,25050,27760,32850,44480,59550,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,53-7199,"Material Moving Workers, All Other",detailed,26300,4.6,,,,18.16,37770,1.5,12.05,13.35,15.8,21.38,28.63,25050,27760,32850,44480,59550,,
