AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,3352280,0.3,,,,,58.44,121560,0.4,26.17,36.36,50.01,74.08,98.97,54440,75640,104030,154090,205860,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9020,Construction Managers,broad,348330,1.0,,,,,57.53,119660,0.4,31.33,40.14,51.43,66.99,85.09,65160,83480,106980,139330,176990,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,319630,0.7,,,,,*,113360,0.4,*,*,*,*,*,72400,83840,104070,132550,165820,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,176420,0.3,,,,,59.83,124450,0.3,30.68,38.41,49.98,67.76,102.12,63820,79880,103960,140940,212420,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,53330,1.9,,,,,47.82,99460,0.9,23.8,31.34,42.81,58.52,75.98,49490,65180,89040,121720,158050,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9050,Food Service Managers,broad,244230,1.6,,,,,34.79,72370,0.7,20.37,25.52,31.4,39.57,50.68,42380,53090,65310,82300,105420,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,4620,2.2,,,,,49.27,102480,1.6,24.84,33.74,41.14,57.93,79.43,51670,70190,85580,120490,165220,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9080,Lodging Managers,broad,41350,2.7,,,,,37.24,77460,1.2,18.99,24.06,32.76,43.59,61.05,39490,50040,68130,90670,126990,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9120,Natural Sciences Managers,broad,100870,1.6,,,,,83.41,173500,0.9,38.38,54.86,77.49,103.28,#,79830,114110,161180,214820,#,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9160,Emergency Management Directors,broad,12570,1.3,,,,,46.97,97700,0.7,24.64,30.99,41.41,57.54,77.12,51260,64470,86130,119690,160420,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,13120,1.9,,,,,41.18,85650,1.1,22.03,28.74,36.94,47.75,63.69,45820,59780,76830,99330,132470,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,7318320,0.3,,,,,43.76,91020,0.5,22.45,29.18,38.66,52.05,68.82,46690,60690,80410,108270,143140,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,7790,7.5,,,,,37.04,77050,1.8,27.26,30.9,36.85,41.55,48.94,56690,64280,76650,86430,101800,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,982460,0.5,,,,,38.88,80860,0.3,21.91,27.18,35.68,47.34,61.62,45560,56540,74220,98470,128180,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,917460,0.6,,,,,38.33,79730,0.3,21.85,26.86,35.05,46.77,60.84,45440,55870,72910,97270,126540,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,64590,1.5,,,,,46.7,97130,1.0,23.98,32.54,44.95,59.18,73.77,49880,67670,93500,123090,153440,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,235640,1.0,,,,,42.12,87600,0.4,23.68,30.25,38.89,50.16,63.51,49260,62920,80880,104330,132110,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,893900,1.2,,,,,55.15,114710,3.3,28.71,36.91,48.65,64.01,83.72,59720,76770,101190,133140,174140,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,3033120,0.4,,,,,48.12,100090,0.5,23.54,30.31,39.49,54.92,78.02,48960,63030,82140,114220,162290,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,47170,1.1,,,,,45.15,93920,0.5,29.09,34.73,42.27,53.07,64.73,60510,72240,87930,110380,134640,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2040,Credit Analysts,broad,67370,1.7,,,,,47.14,98040,0.8,25.45,30.7,38.93,54.74,81.17,52930,63850,80970,113850,168840,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,270480,1.6,,,,,77.02,160210,2.5,24.03,33.95,49.11,82.95,#,49990,70620,102140,172540,#,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2060,Financial Examiners,broad,62830,1.8,,,,,49.83,103650,0.6,25.69,32.11,43.46,61.16,82.47,53420,66800,90400,127210,171540,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,28110,2.8,,,,,26.87,55890,0.6,18.74,21.84,24.27,29.69,37.46,38980,45420,50480,61760,77920,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,290530,1.1,,,,,41.35,86020,0.6,18.51,24.26,35.66,49,70.09,38490,50460,74180,101920,145780,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,73570,3.1,,,,,28.3,58860,1.4,14.66,18.15,24.31,36.34,46.27,30500,37750,50560,75590,96240,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,497800,0.9,,,,,53.83,111960,0.5,30.36,38.89,49.9,63.64,79.82,63160,80900,103790,132360,166030,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,179430,2.1,,,,,61.41,127730,0.6,33.49,44.31,60.05,76.73,89.63,69660,92160,124910,159600,186420,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-1230,Computer Support Specialists,broad,843660,0.7,,,,,32.47,67530,0.4,19,23.21,29.59,37.99,48.71,39520,48290,61550,79020,101310,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,146450,2.3,,,,,38.27,79610,0.8,22.12,27.27,35.26,46.01,59.84,46010,56720,73340,95710,124470,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,697210,0.9,,,,,31.25,64990,0.4,18.65,22.87,29.01,37.02,47.12,38780,47580,60340,77010,98010,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,177010,1.5,,,,,65.33,135890,0.9,38.23,49.1,62.69,79.06,95.21,79520,102120,130390,164440,198030,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,109870,2.5,,,,,49.83,103640,4.3,25.09,34.55,47.44,62,77.93,52190,71860,98670,128960,162090,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-2010,Actuaries,broad,28340,3.6,,,,,64.9,134990,2.2,36.18,43.73,60.47,79.26,99.24,75240,90970,125770,164860,206430,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-2030,Operations Research Analysts,broad,107760,1.5,,,,,47.66,99120,0.9,25.92,32.17,43.89,59.67,76.58,53910,66910,91290,124120,159280,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,15-2040,Statisticians,broad,29800,3.2,,,,,54.01,112330,1.4,29.04,38.08,49.66,66.16,82.07,60390,79210,103300,137610,170700,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,17-2060,Computer Hardware Engineers,broad,75710,2.8,,,,,75.37,156770,1.1,41.07,55.53,74.53,89.12,107.61,85430,115500,155020,185380,223820,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,17-2112,Industrial Engineers,detailed,350230,0.6,,,,,51.87,107900,0.3,33.66,39.38,48.63,61.29,75.55,70000,81910,101140,127480,157140,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,17-2140,Mechanical Engineers,broad,286760,1.0,,,,,52.92,110080,0.5,33.05,39.33,49.19,62.64,77.52,68740,81800,102320,130290,161240,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,17-3010,Drafters,broad,185470,1.3,,,,,34.02,70760,0.5,21.62,26.09,31.44,39.06,48.57,44960,54270,65380,81250,101020,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,17-3013,Mechanical Drafters,detailed,39900,3.4,,,,,35.59,74040,1.3,22.36,27.15,32.94,41.14,51.73,46500,56470,68510,85580,107600,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,17-3019,"Drafters, All Other",detailed,16010,3.6,,,,,31.99,66530,0.9,20.28,24.51,29.81,37.38,46.45,42170,50970,62010,77750,96620,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1000,Life Scientists,minor,374670,0.8,,,,,49.03,101980,0.6,26.17,32.27,43.51,61.31,78.61,54430,67110,90500,127520,163500,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1011,Animal Scientists,detailed,2470,10.2,,,,,50.47,104970,10.9,23.29,28.66,38.04,61.75,113.34,48440,59610,79120,128450,235750,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1020,Biological Scientists,broad,130910,1.5,,,,,48.43,100730,0.6,26.02,32.56,44.88,60.57,77.88,54120,67720,93340,125990,161990,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1029,"Biological Scientists, All Other",detailed,59710,1.9,,,,,48.29,100440,0.8,26.2,32.67,44.87,58.34,76.82,54500,67950,93330,121350,159780,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1031,Conservation Scientists,detailed,25590,2.2,,,,,35.73,74310,0.7,21.76,25.57,32.67,42.3,51.79,45260,53190,67950,87980,107720,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1040,Medical Scientists,broad,167760,1.3,,,,,53.57,111430,0.9,29.7,36.93,47.97,63.89,80.58,61770,76820,99770,132900,167600,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,156300,1.3,,,,,54.18,112690,0.9,29.74,37.14,48.36,64.36,80.87,61860,77260,100590,133870,168210,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1090,Miscellaneous Life Scientists,broad,7320,5.2,,,,,49.01,101940,2.7,25.17,31.89,42.21,59.48,81.18,52360,66340,87800,123720,168860,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-1099,"Life Scientists, All Other",detailed,7320,5.2,,,,,49.01,101940,2.7,25.17,31.89,42.21,59.48,81.18,52360,66340,87800,123720,168860,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-2000,Physical Scientists,minor,259000,1.1,,,,,50.03,104070,0.5,25.9,32.12,44.59,62.07,81.28,53870,66800,92750,129100,169070,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-2032,Materials Scientists,detailed,8330,5.9,,,,,53.56,111410,1.4,29.55,38.45,50.08,64.49,81.01,61460,79980,104160,134140,168500,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-2090,Miscellaneous Physical Scientists,broad,22580,2.4,,,,,59.17,123070,1.0,29.8,39.64,56.71,74.47,92.25,61990,82450,117960,154900,191880,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,22580,2.4,,,,,59.17,123070,1.0,29.8,39.64,56.71,74.47,92.25,61990,82450,117960,154900,191880,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-3010,Economists,broad,15880,2.8,,,,,62.94,130910,1.4,29.97,39.55,55.5,79.82,102.27,62340,82260,115440,166030,212710,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,5950,3.7,,,,,66.15,137600,1.1,35.94,49.54,67.01,82.72,92.25,74750,103030,139380,172050,191880,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-4020,Biological Technicians,broad,76190,1.7,,,,,27.89,58020,0.6,18.3,21.82,25,31.93,39.42,38060,45380,52000,66410,81990,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-4030,Chemical Technicians,broad,55640,2.1,,,,,29.47,61300,0.8,18.76,22.44,27.78,35.07,43.75,39030,46680,57790,72940,90990,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-4050,Nuclear Technicians,broad,5990,2.6,,,,,48.43,100730,1.0,30.95,40.06,50.11,54.67,61,64370,83330,104240,113710,126890,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-4060,Social Science Research Assistants,broad,32940,3.2,,,,,30.56,63560,1.3,17.5,22.21,27.9,35.13,48.38,36410,46190,58040,73060,100620,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,19450,1.8,,,,,36.18,75260,0.9,21.91,25.63,32.42,42.65,53.23,45560,53310,67440,88710,110710,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,65150,1.9,,,,,34.47,71700,0.6,20.3,23.98,30.29,40.6,54.28,42210,49880,63000,84460,112900,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,13220,1.6,,,,,33.58,69850,0.5,20.19,23.96,29.04,37.53,54.4,42000,49840,60400,78060,113150,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2000,Legal Support Workers,minor,462770,1.1,,,,,32.6,67810,0.9,18.89,23.05,29.3,37.83,48.53,39280,47950,60930,78680,100950,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2090,Miscellaneous Legal Support Workers,broad,95550,1.7,,,,,35,72800,1.0,18.35,22.57,29.11,39.13,62.75,38170,46950,60550,81390,130510,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,47380,2.6,,,,,41.45,86220,1.1,19.96,24.5,33.06,49.74,85.07,41510,50960,68760,103460,176950,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,1396300,0.2,,,,,*,102410,0.5,*,*,*,*,*,47010,61300,81600,125900,180630,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1010,"Business Teachers, Postsecondary",broad,81780,0.7,,,,,*,113840,0.6,*,*,*,*,*,46460,63040,97270,140360,210530,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,36240,0.6,,,,,*,105830,0.7,*,*,*,*,*,48910,65200,96690,132200,172380,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,48820,0.3,,,,,*,92880,0.6,*,*,*,*,*,48150,60880,79350,106270,161020,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,9120,1.2,,,,,*,110360,0.9,*,*,*,*,*,59590,78090,101480,129310,166720,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,39910,0.5,,,,,*,119340,0.6,*,*,*,*,*,59790,80060,106120,136400,200650,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1040,"Life Sciences Teachers, Postsecondary",broad,63270,0.5,,,,,*,100900,0.6,*,*,*,*,*,50520,64140,83920,125210,167290,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,8700,1.8,,,,,*,97790,0.7,*,*,*,*,*,49080,63980,86350,123290,160870,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,53250,0.4,,,,,*,101340,0.6,*,*,*,*,*,50760,64010,83460,125310,169560,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1050,"Physical Sciences Teachers, Postsecondary",broad,52580,0.4,,,,,*,105460,0.5,*,*,*,*,*,53030,65540,95520,129500,173630,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,20390,0.3,,,,,*,103030,0.5,*,*,*,*,*,52870,64980,86220,125920,171600,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,7130,1.8,,,,,*,100360,0.6,*,*,*,*,*,50670,64360,87710,124680,164290,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,13590,0.5,,,,,*,105460,0.7,*,*,*,*,*,54880,66730,97360,130150,169740,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1060,"Social Sciences Teachers, Postsecondary",broad,121090,1.0,,,,,*,100440,0.5,*,*,*,*,*,48980,63260,83360,123760,171090,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,12420,0.4,,,,,*,133140,0.6,*,*,*,*,*,57550,80850,119980,166600,217160,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,3290,0.6,,,,,*,99020,0.7,*,*,*,*,*,49990,66400,86730,120220,164350,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,17170,0.5,,,,,*,105160,0.5,*,*,*,*,*,50490,65330,94680,127480,173380,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,41610,2.8,,,,,*,93530,0.7,*,*,*,*,*,47870,62290,80330,106640,158900,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,12380,0.8,,,,,*,97270,0.6,*,*,*,*,*,49330,64130,82540,113000,167240,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,17540,0.9,,,,,*,92950,0.6,*,*,*,*,*,45280,59550,75040,105390,176350,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1070,"Health Teachers, Postsecondary",broad,303970,0.6,,,,,*,125490,0.7,*,*,*,*,*,50700,66140,100370,161410,228330,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,229720,0.9,,,,,*,137900,0.7,*,*,*,*,*,51760,74400,105620,176090,#,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,59090,0.8,,,,,*,78500,0.6,*,*,*,*,*,38650,50630,72090,96260,126450,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,4100,1.2,,,,,*,84320,0.6,*,*,*,*,*,53590,62130,78630,97020,126200,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,22800,1.9,,,,,*,139950,0.7,*,*,*,*,*,58330,84540,126650,173580,#,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,13350,1.5,,,,,*,81880,0.9,*,*,*,*,*,45370,57080,76210,98570,129280,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,29260,0.5,,,,,*,90340,0.6,*,*,*,*,*,47100,60060,77800,103230,160210,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,19860,0.4,,,,,*,93710,0.7,*,*,*,*,*,47730,62370,81500,106770,158140,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1190,Miscellaneous Postsecondary Teachers,broad,278000,0.7,,,,,*,83780,0.6,*,*,*,*,*,39260,50180,68800,100740,150860,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,111150,1.6,,,,,33.03,68710,0.7,18.59,23.09,29.56,38.5,51.24,38680,48030,61490,80070,106580,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,151530,0.8,,,,,*,94470,0.6,*,*,*,*,*,39720,55500,78490,122510,172850,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,445080,1.4,,,,,19.93,41450,0.7,13.61,15.03,17.85,22.38,28.88,28300,31250,37120,46550,60070,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,114410,1.4,,,,,*,67020,0.7,*,*,*,*,*,45750,50290,61430,77720,99360,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,1393310,0.8,,,,,*,69790,0.6,*,*,*,*,*,46440,50680,62340,79410,102010,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,14200,3.6,,,,,*,68690,1.3,*,*,*,*,*,47090,55920,63620,78270,98430,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2030,Secondary School Teachers,broad,1176990,0.9,,,,,*,73420,0.6,*,*,*,*,*,47460,57950,64530,82340,103860,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,104450,2.0,,,,,*,70550,0.8,*,*,*,*,*,48840,58840,63910,78650,98720,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2050,Special Education Teachers,broad,557240,0.8,,,,,*,72230,0.5,*,*,*,*,*,47380,57270,64270,81510,103290,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,28200,6.2,,,,,*,72610,2.9,*,*,*,*,*,38740,49370,62190,81330,132530,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,95330,2.4,,,,,*,72310,1.0,*,*,*,*,*,48070,58590,64880,81940,102730,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,162780,1.5,,,,,*,74610,0.7,*,*,*,*,*,47930,58180,69590,87140,106050,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,39350,4.4,,,,,*,74180,1.5,*,*,*,*,*,43220,53470,67430,87890,109360,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3020,Self-Enrichment Teachers,broad,308520,1.3,,,,,25.64,53330,0.9,13.93,17.02,21.92,29.9,43.64,28980,35410,45590,62180,90780,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3030,"Substitute Teachers, Short-Term",broad,481300,1.6,,,,,21.6,44930,1.0,12.62,15.05,18.5,24.97,30.51,26240,31310,38470,51930,63460,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,7050,4.2,,,,,32.51,67620,1.2,18.91,23.02,29.6,38.39,50.37,39330,47890,61570,79850,104780,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,12280,2.2,,,,,33.68,70060,4.1,17.84,22.73,29.7,39.11,50.73,37110,47270,61770,81350,105520,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4030,Library Technicians,broad,73770,1.7,,,,,20.7,43050,0.7,13.41,16.11,19.22,23.91,29.31,27890,33510,39970,49740,60960,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9030,Instructional Coordinators,broad,210850,1.0,,,,,37.31,77600,0.6,22.39,28.43,35.92,45.57,55.49,46560,59120,74720,94780,115410,,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9040,Teaching Assistants,broad,1530310,0.5,,,,,*,37140,0.5,*,*,*,*,*,23900,29330,35550,43850,50180,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,155010,0.4,,,,,*,47560,0.5,*,*,*,*,*,28020,32640,44930,60410,73560,True,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,1375300,0.5,,,,,*,35960,0.5,*,*,*,*,*,23710,29120,35240,40400,48140,True,
