AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000_ORIG,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,0,Cross-industry,cross-industry,1235,41-1010,First-Line Supervisors of Sales Workers,broad,1420990,0.4,,,,25.43,52900,0.2,12.99,16.08,21.27,29.69,42.08,27020,33450,44250,61760,87520,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,41-3090,"Miscellaneous Sales Representatives, Services",broad,1039670,0.8,,,,32.1,66760,0.4,13.13,18.06,26.99,38.84,57.91,27320,37550,56130,80790,120460,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-2090,Miscellaneous Communications Equipment Operators,broad,3240,12.1,,,,22.14,46050,3.2,11.3,16.11,20.57,27.99,35.02,23510,33520,42790,58230,72840,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-3090,Miscellaneous Financial Clerks,broad,30500,3.7,,,,21.51,44740,1.1,13.77,16.68,20.4,25.18,30.63,28650,34700,42420,52370,63710,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-5030,Dispatchers,broad,294680,1.1,,,,21.24,44170,0.4,12.42,15.56,19.61,25.34,32.07,25830,32350,40780,52710,66700,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,47-2070,Construction Equipment Operators,broad,455050,0.8,,,,25.66,53370,0.3,15.28,18.1,23.16,30.51,40.7,31780,37650,48160,63470,84650,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-3050,Small Engine Mechanics,broad,70690,1.9,,,,19.26,40050,0.6,11.68,14.44,18.19,23.43,28.88,24300,30040,37840,48730,60070,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-5110,Printing Workers,broad,249300,1.2,,,,18.65,38790,0.5,11.4,13.75,17.6,22.63,28.02,23710,28590,36610,47080,58270,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7090,Miscellaneous Woodworkers,broad,6700,6.7,,,,16.96,35270,1.5,10.48,12.01,15.92,21.06,25.81,21800,24970,33110,43800,53680,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9190,Miscellaneous Production Workers,broad,740570,1.0,,,,16.34,33980,0.4,10.18,12.08,14.94,19.15,24.64,21180,25130,31070,39840,51250,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-3050,Passenger Vehicle Drivers,broad,879540,1.1,,,,17.21,35790,0.7,9.59,12.24,16.01,20.8,26.51,19940,25460,33300,43260,55140,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-3090,Miscellaneous Motor Vehicle Operators,broad,56590,3.3,,,,17.93,37300,1.6,9.61,11.59,15.82,23.42,28.75,19990,24110,32910,48700,59800,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-4090,Miscellaneous Rail Transportation Workers,broad,2650,13.9,,,,26.04,54170,2.7,15.19,18.27,24.81,31.35,39.23,31590,37990,51600,65210,81600,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-7070,Pumping Station Operators,broad,26420,3.7,,,,25.87,53820,1.2,15.02,18.59,25.11,32.39,38.7,31230,38660,52240,67360,80490,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-7190,Miscellaneous Material Moving Workers,broad,28240,4.6,,,,17.56,36530,1.4,11.36,12.58,15.28,21.02,27.86,23620,26170,31770,43730,57960,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-1000,Top Executives,minor,2658440,0.3,,,,61.09,127070,0.2,21.01,31.69,49.63,78.83,#,43710,65910,103230,163970,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3000,Operations Specialties Managers,minor,1996160,0.3,,,,64.69,134550,0.2,31.99,42.33,58.15,78.39,#,66540,88050,120960,163050,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,2628970,0.3,,,,49.31,102560,0.2,21.43,30.17,43.9,61.69,82.13,44560,62760,91300,128310,170820,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,5427140,0.3,,,,36.31,75530,0.2,18.32,24.56,33.04,44.73,58.57,38090,51090,68730,93030,121830,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,2756610,0.4,,,,40.03,83260,0.3,19.71,25.96,34.59,47.29,65.26,40990,53990,71950,98360,135740,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1000,Life Scientists,minor,311910,1.6,,,,42.68,88770,1.0,21.5,27.62,37.54,52.19,69.88,44720,57450,78080,108550,145360,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-2000,Physical Scientists,minor,255790,1.2,,,,43.8,91110,0.7,21.89,28.4,39.07,54.54,71.98,45540,59070,81270,113440,149720,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,23-2000,Legal Support Workers,minor,427840,1.0,,,,27.08,56320,0.4,15.3,18.98,24.96,31.97,41.91,31830,39470,51920,66500,87170,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,1407110,1.0,,,,*,90830,0.9,*,*,*,*,*,37750,53340,75440,112140,163480,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,31-9000,Other Healthcare Support Occupations,minor,1639700,0.5,,,,18.07,37580,0.2,11.99,14.14,17.24,21.01,25.45,24930,29410,35860,43700,52940,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,33-1000,Supervisors of Protective Service Workers,minor,319960,0.6,,,,37.31,77600,0.7,18.23,24.53,34.35,47.89,61.19,37910,51030,71460,99620,127280,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,41-1000,Supervisors of Sales Workers,minor,1420990,0.4,,,,25.43,52900,0.2,12.99,16.08,21.27,29.69,42.08,27020,33450,44250,61760,87520,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,41-2000,Retail Sales Workers,minor,8603590,0.3,,,,13.27,27600,0.2,8.94,10.19,11.84,14.36,18.73,18590,21200,24630,29870,38950,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,41-3000,"Sales Representatives, Services",minor,2084000,0.5,,,,34.45,71660,0.5,13.7,18.35,26.62,39.97,64.14,28490,38170,55370,83130,133410,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-2000,Communications Equipment Operators,minor,76030,2.6,,,,16.29,33890,1.0,10.57,12.44,14.94,18.63,24.17,22000,25870,31070,38740,50270,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-3000,Financial Clerks,minor,2910660,0.3,,,,19.6,40770,0.1,12.33,15.07,18.52,23.42,28.87,25640,31340,38510,48710,60050,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-1000,Supervisors of Production Workers,minor,631100,0.4,,,,31.35,65220,0.2,17.66,22.7,29.48,37.9,48.17,36740,47230,61310,78830,100200,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7000,Woodworkers,minor,253080,1.4,,,,16.66,34660,0.4,10.73,12.77,15.75,19.42,24.23,22310,26570,32760,40390,50400,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9000,Other Production Occupations,minor,2669650,0.5,,,,18.64,38770,0.2,11.15,13.37,17.11,22.5,28.89,23200,27800,35580,46800,60090,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-2000,Air Transportation Workers,minor,275960,1.7,,,,*,104130,2.2,*,*,*,*,*,35630,54420,75760,127330,#,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-3000,Motor Vehicle Operators,minor,4174700,0.4,,,,19.57,40710,0.2,10.29,13.58,18.53,24.21,30.5,21400,28250,38550,50360,63440,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-4000,Rail Transportation Workers,minor,111090,5.3,,,,32.33,67240,1.0,20.65,25.82,31.2,38.96,47.02,42950,53700,64890,81050,97790,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-5000,Water Transportation Workers,minor,75180,4.3,,,,34.25,71240,4.1,13.78,19.15,27.56,39.75,60.55,28670,39840,57330,82670,125940,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-6000,Other Transportation Workers,minor,368840,1.5,,,,15.98,33240,1.1,9.39,11.01,12.87,16.85,27.01,19530,22900,26770,35060,56180,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-7000,Material Moving Workers,minor,7061370,0.4,,,,15.28,31790,0.2,10.08,11.64,13.97,17.72,22.65,20970,24210,29060,36870,47100,,
